estado_importacao,chave_importacao,duplicado_provavel,ordem_cronologica,matricula,vin_chassi,processo_oficina,folha_obra,data_documento,hora_documento,data_hora_documento,origem_maquina,tipo_registo,resumo,link_documento_original,origem_ficheiro,lote_importacao,observacoes_importacao,criado_por,criado_em,km_leitura,modulo_calculador,referencia_software,edicao_calibracao,edicao_software,data_telecarregamento,numero_telecarregamentos,fornecedor_ecu,referencia_material,km_ultima_reposicao_manutencao,km_ate_proxima_manutencao,dias_ate_proxima_manutencao,dias_desde_ultima_reposicao_manutencao,numero_manutencoes_efetuadas,limite_temporal_ultrapassado,limite_quilometrico_ultrapassado,limiar_manutencao_km,duracao_manutencao_meses,inicio_primeira_manutencao_km,duracao_antes_primeira_manutencao_meses,gestao_manutencao,taxa_diluicao_oleo_pct,taxa_carbono_oleo_pct,protecao_anti_diluicao,intervalo_calculado_calculador_km,existem_defeitos,numero_total_codigos_eventos,codigos_principais,defeito_critico,estado_principal,caracterizacao_resumo_defeito,km_associado_defeito,acao_recomendada
validado,431e198d24ddb52e_2026-03-13_VF3YBBPFBPG057053_informacoes-lubrificacao-motor_2.pdf,sim,2,BG-46-TM,VF3YBBPFBPG057053,,,2026-03-13,,2026-03-13,Autel,lubrificacao_motor,informacoes lubrificacao motor,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/03_Marco/2026-03-13_BG-46-TM_VF3YBBPFBPG057053_lubrificacao_motor_informacoes-lubrificacao-motor.pdf,2026-03-13_VF3YBBPFBPG057053_informacoes-lubrificacao-motor_2.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,431e198d24ddb52e_2026-03-13_VF3YBBPFBPG057053_informacoes-lubrificacao-motor_3.pdf,sim,3,BG-46-TM,VF3YBBPFBPG057053,,,2026-03-13,,2026-03-13,Autel,lubrificacao_motor,informacoes lubrificacao motor,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/03_Marco/2026-03-13_BG-46-TM_VF3YBBPFBPG057053_lubrificacao_motor_informacoes-lubrificacao-motor.pdf,2026-03-13_VF3YBBPFBPG057053_informacoes-lubrificacao-motor_3.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,431e198d24ddb52e_2026-03-13_VF3YBBPFBPG057053_informacoes-lubrificacao-motor_4.pdf,sim,4,BG-46-TM,VF3YBBPFBPG057053,,,2026-03-13,,2026-03-13,Autel,lubrificacao_motor,informacoes lubrificacao motor,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/03_Marco/2026-03-13_BG-46-TM_VF3YBBPFBPG057053_lubrificacao_motor_informacoes-lubrificacao-motor.pdf,2026-03-13_VF3YBBPFBPG057053_informacoes-lubrificacao-motor_4.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,f28ad98b15f9ec1d_2026-03-13_VF3YBBPFBPG057053_informacoes-linha-de-escape-1_3.pdf,sim,7,BG-46-TM,VF3YBBPFBPG057053,,,2026-03-13,,2026-03-13,Autel,outro,informacoes linha de escape 1,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/03_Marco/2026-03-13_BG-46-TM_VF3YBBPFBPG057053_outro_informacoes-linha-de-escape-1.pdf,2026-03-13_VF3YBBPFBPG057053_informacoes-linha-de-escape-1_3.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,73fcc59145d7fcd2_2026-03-13_VF3YBBPFBPG057053_informacoes-linha-de-escape-1_4.pdf,sim,8,BG-46-TM,VF3YBBPFBPG057053,,,2026-03-13,,2026-03-13,Autel,outro,informacoes linha de escape 1,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/03_Marco/2026-03-13_BG-46-TM_VF3YBBPFBPG057053_outro_informacoes-linha-de-escape-1_1.pdf,2026-03-13_VF3YBBPFBPG057053_informacoes-linha-de-escape-1_4.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,f28ad98b15f9ec1d_2026-03-13_VF3YBBPFBPG057053_informacoes-linha-de-escape-1_5.pdf,sim,9,BG-46-TM,VF3YBBPFBPG057053,,,2026-03-13,,2026-03-13,Autel,outro,informacoes linha de escape 1,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/03_Marco/2026-03-13_BG-46-TM_VF3YBBPFBPG057053_outro_informacoes-linha-de-escape-1.pdf,2026-03-13_VF3YBBPFBPG057053_informacoes-linha-de-escape-1_5.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,73fcc59145d7fcd2_2026-03-13_VF3YBBPFBPG057053_informacoes-linha-de-escape-1_6.pdf,sim,10,BG-46-TM,VF3YBBPFBPG057053,,,2026-03-13,,2026-03-13,Autel,outro,informacoes linha de escape 1,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/03_Marco/2026-03-13_BG-46-TM_VF3YBBPFBPG057053_outro_informacoes-linha-de-escape-1_1.pdf,2026-03-13_VF3YBBPFBPG057053_informacoes-linha-de-escape-1_6.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,f28ad98b15f9ec1d_2026-03-13_VF3YBBPFBPG057053_informacoes-linha-de-escape-1_7.pdf,sim,11,BG-46-TM,VF3YBBPFBPG057053,,,2026-03-13,,2026-03-13,Autel,outro,informacoes linha de escape 1,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/03_Marco/2026-03-13_BG-46-TM_VF3YBBPFBPG057053_outro_informacoes-linha-de-escape-1.pdf,2026-03-13_VF3YBBPFBPG057053_informacoes-linha-de-escape-1_7.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,73fcc59145d7fcd2_2026-03-13_VF3YBBPFBPG057053_informacoes-linha-de-escape-1_8.pdf,sim,12,BG-46-TM,VF3YBBPFBPG057053,,,2026-03-13,,2026-03-13,Autel,outro,informacoes linha de escape 1,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/03_Marco/2026-03-13_BG-46-TM_VF3YBBPFBPG057053_outro_informacoes-linha-de-escape-1_1.pdf,2026-03-13_VF3YBBPFBPG057053_informacoes-linha-de-escape-1_8.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,9df080b141eace40_2026-04-07_VF7SXHMRVNT636098_informacoes-de-manutencao_2.pdf,sim,2,AT-41-ZA,VF7SXHMRVNT636098,,,2026-04-07,,2026-04-07,Autel,manutencao,informacoes de manutencao,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-07_AT-41-ZA_VF7SXHMRVNT636098_manutencao_informacoes-de-manutencao.pdf,2026-04-07_VF7SXHMRVNT636098_informacoes-de-manutencao_2.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,9df080b141eace40_2026-04-07_VF7SXHMRVNT636098_informacoes-de-manutencao_3.pdf,sim,3,AT-41-ZA,VF7SXHMRVNT636098,,,2026-04-07,,2026-04-07,Autel,manutencao,informacoes de manutencao,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-07_AT-41-ZA_VF7SXHMRVNT636098_manutencao_informacoes-de-manutencao.pdf,2026-04-07_VF7SXHMRVNT636098_informacoes-de-manutencao_3.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,9df080b141eace40_2026-04-07_VF7SXHMRVNT636098_informacoes-de-manutencao_4.pdf,sim,4,AT-41-ZA,VF7SXHMRVNT636098,,,2026-04-07,,2026-04-07,Autel,manutencao,informacoes de manutencao,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-07_AT-41-ZA_VF7SXHMRVNT636098_manutencao_informacoes-de-manutencao.pdf,2026-04-07_VF7SXHMRVNT636098_informacoes-de-manutencao_4.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,cf97e6b2ce2629eb_2026-04-07_VF7SXHMRVNT641972_informacoes-de-manutencao_2.pdf,sim,2,AU-87-VS,VF7SXHMRVNT641972,,,2026-04-07,,2026-04-07,Autel,manutencao,informacoes de manutencao,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-07_AU-87-VS_VF7SXHMRVNT641972_manutencao_informacoes-de-manutencao.pdf,2026-04-07_VF7SXHMRVNT641972_informacoes-de-manutencao_2.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,cf97e6b2ce2629eb_2026-04-07_VF7SXHMRVNT641972_informacoes-de-manutencao_3.pdf,sim,3,AU-87-VS,VF7SXHMRVNT641972,,,2026-04-07,,2026-04-07,Autel,manutencao,informacoes de manutencao,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-07_AU-87-VS_VF7SXHMRVNT641972_manutencao_informacoes-de-manutencao.pdf,2026-04-07_VF7SXHMRVNT641972_informacoes-de-manutencao_3.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,cf97e6b2ce2629eb_2026-04-07_VF7SXHMRVNT641972_informacoes-de-manutencao_4.pdf,sim,4,AU-87-VS,VF7SXHMRVNT641972,,,2026-04-07,,2026-04-07,Autel,manutencao,informacoes de manutencao,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-07_AU-87-VS_VF7SXHMRVNT641972_manutencao_informacoes-de-manutencao.pdf,2026-04-07_VF7SXHMRVNT641972_informacoes-de-manutencao_4.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,de4218d3294b0a2d_2026-04-24_VF7YAAPFBPG037976_calculador_2.pdf,sim,3,CONTACTO,VF7YAAPFBPG037976,,,2026-04-24,11:00:40,2026-04-24 11:00:40,PSA-DIAG/Stellantis,identificacao_telecarregamento,calculador | codigos: P0513; P1632; P3059,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-24_CONTACTO_VF7YAAPFBPG037976_identificacao_telecarregamento_calculador.pdf,2026-04-24_VF7YAAPFBPG037976_calculador_2.pdf,historico_tecnico_2026_v2,,Codex,2026-05-20 03:17:27,,,,,,,,,,,,,,,,,,,,,Dinâmica,,,,,Sim,,P0513; P1632; P3059,Sim,Permanente,do defeito,,Prioridade alta: diagnosticar defeitos permanentes/críticos
validado,4fd7e88c3c4d0c6c_2026-04-24_VF7YAAPFBPG037976_dcm7-1-f-informacoes-lubrificacao-motor_2.pdf,sim,5,BG-67-TL,VF7YAAPFBPG037976,,,2026-04-24,11:02:31,2026-04-24 11:02:31,PSA-DIAG/Stellantis,lubrificacao_motor,dcm7 1 f informacoes lubrificacao motor,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-24_BG-67-TL_VF7YAAPFBPG037976_lubrificacao_motor_dcm7-1-f-informacoes-lubrificacao-motor.pdf,2026-04-24_VF7YAAPFBPG037976_dcm7-1-f-informacoes-lubrificacao-motor_2.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:27,,DCM7_1_F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,d4e542f4660db829_2026-04-24_VF7YAAPFBPG037976_dcm7-1-f-identificacao_2.pdf,sim,7,BG-67-TL,VF7YAAPFBPG037976,,,2026-04-24,11:03:00,2026-04-24 11:03:00,PSA-DIAG/Stellantis,identificacao_telecarregamento,dcm7 1 f identificacao,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-24_BG-67-TL_VF7YAAPFBPG037976_identificacao_telecarregamento_dcm7-1-f-identificacao.pdf,2026-04-24_VF7YAAPFBPG037976_dcm7-1-f-identificacao_2.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:27,,DCM7_1_F,00.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,5e02424ce5522f42_2026-03-03_VF7YBBPFBNG007463_relatorio-de-diagnostico-do-veiculo_2.pdf,sim,2,AS-61-ZH,VF7YBBPFBNG007463,,,2026-03-03,,2026-03-03,Autel,leitura_defeitos,relatorio de diagnostico do veiculo,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/03_Marco/2026-03-03_AS-61-ZH_VF7YBBPFBNG007463_leitura_defeitos_relatorio-de-diagnostico-do-veiculo.pdf,2026-03-03_VF7YBBPFBNG007463_relatorio-de-diagnostico-do-veiculo_2.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,11b9d449aa670b28_2026-04-27_VF7YBBPFCPG030532_global_2.pdf,sim,2,VELOCIDADE,VF7YBBPFCPG030532,,,2026-04-27,17:50:03,2026-04-27 17:50:03,PSA-DIAG/Stellantis,leitura_defeitos,global | codigos: P0513; P1199,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-27_VELOCIDADE_VF7YBBPFCPG030532_leitura_defeitos_global.pdf,2026-04-27_VF7YBBPFCPG030532_global_2.pdf,historico_tecnico_2026_v2,,Codex,2026-05-20 03:17:27,,,,,,,,,,,,,,,,,,,,,Dinâmica,,,,,Sim,,P0513; P1199,Não,Fugitivo,do defeitoNível demasiado fraco no reservatório,,Analisar códigos de defeito e confirmar recorrência
validado,869998df51cc1809_2026-04-27_VF7YBBPFCPG030532_dcm7-1-f-informacoes-lubrificacao-motor_2.pdf,sim,4,BE-05-VV,VF7YBBPFCPG030532,,,2026-04-27,17:51:01,2026-04-27 17:51:01,PSA-DIAG/Stellantis,lubrificacao_motor,dcm7 1 f informacoes lubrificacao motor,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-27_BE-05-VV_VF7YBBPFCPG030532_lubrificacao_motor_dcm7-1-f-informacoes-lubrificacao-motor.pdf,2026-04-27_VF7YBBPFCPG030532_dcm7-1-f-informacoes-lubrificacao-motor_2.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:27,,DCM7_1_F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,21f0418fe4493a0d_2026-04-27_VF7YBBPFCPG030532_dcm7-1-f-identificacao_2.pdf,sim,6,BE-05-VV,VF7YBBPFCPG030532,,,2026-04-27,17:51:33,2026-04-27 17:51:33,PSA-DIAG/Stellantis,identificacao_telecarregamento,dcm7 1 f identificacao,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-27_BE-05-VV_VF7YBBPFCPG030532_identificacao_telecarregamento_dcm7-1-f-identificacao.pdf,2026-04-27_VF7YBBPFCPG030532_dcm7-1-f-identificacao_2.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:27,,DCM7_1_F,00.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,cdf4d71257fdf6aa_2026-04-10_VF7YBBPFCPG030534_informacoes-lubrificacao-motor_2.pdf,sim,2,BD-87-LZ,VF7YBBPFCPG030534,,,2026-04-10,,2026-04-10,Autel,lubrificacao_motor,informacoes lubrificacao motor,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-10_BD-87-LZ_VF7YBBPFCPG030534_lubrificacao_motor_informacoes-lubrificacao-motor.pdf,2026-04-10_VF7YBBPFCPG030534_informacoes-lubrificacao-motor_2.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,cdf4d71257fdf6aa_2026-04-10_VF7YBBPFCPG030534_informacoes-lubrificacao-motor_3.pdf,sim,3,BD-87-LZ,VF7YBBPFCPG030534,,,2026-04-10,,2026-04-10,Autel,lubrificacao_motor,informacoes lubrificacao motor,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-10_BD-87-LZ_VF7YBBPFCPG030534_lubrificacao_motor_informacoes-lubrificacao-motor.pdf,2026-04-10_VF7YBBPFCPG030534_informacoes-lubrificacao-motor_3.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,cdf4d71257fdf6aa_2026-04-10_VF7YBBPFCPG030534_informacoes-lubrificacao-motor_4.pdf,sim,4,BD-87-LZ,VF7YBBPFCPG030534,,,2026-04-10,,2026-04-10,Autel,lubrificacao_motor,informacoes lubrificacao motor,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-10_BD-87-LZ_VF7YBBPFCPG030534_lubrificacao_motor_informacoes-lubrificacao-motor.pdf,2026-04-10_VF7YBBPFCPG030534_informacoes-lubrificacao-motor_4.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,42f97880c319148f_2026-03-11_VF7YBBPFCPG030536_informacoes-lubrificacao-motor_2.pdf,sim,2,BD-16-LZ,VF7YBBPFCPG030536,,,2026-03-11,,2026-03-11,Autel,lubrificacao_motor,informacoes lubrificacao motor,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/03_Marco/2026-03-11_BD-16-LZ_VF7YBBPFCPG030536_lubrificacao_motor_informacoes-lubrificacao-motor.pdf,2026-03-11_VF7YBBPFCPG030536_informacoes-lubrificacao-motor_2.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,42f97880c319148f_2026-03-11_VF7YBBPFCPG030536_informacoes-lubrificacao-motor_3.pdf,sim,3,BD-16-LZ,VF7YBBPFCPG030536,,,2026-03-11,,2026-03-11,Autel,lubrificacao_motor,informacoes lubrificacao motor,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/03_Marco/2026-03-11_BD-16-LZ_VF7YBBPFCPG030536_lubrificacao_motor_informacoes-lubrificacao-motor.pdf,2026-03-11_VF7YBBPFCPG030536_informacoes-lubrificacao-motor_3.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,42f97880c319148f_2026-03-11_VF7YBBPFCPG030536_informacoes-lubrificacao-motor_4.pdf,sim,4,BD-16-LZ,VF7YBBPFCPG030536,,,2026-03-11,,2026-03-11,Autel,lubrificacao_motor,informacoes lubrificacao motor,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/03_Marco/2026-03-11_BD-16-LZ_VF7YBBPFCPG030536_lubrificacao_motor_informacoes-lubrificacao-motor.pdf,2026-03-11_VF7YBBPFCPG030536_informacoes-lubrificacao-motor_4.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,42f97880c319148f_2026-03-11_VF7YBBPFCPG030536_informacoes-lubrificacao-motor_5.pdf,sim,5,BD-16-LZ,VF7YBBPFCPG030536,,,2026-03-11,,2026-03-11,Autel,lubrificacao_motor,informacoes lubrificacao motor,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/03_Marco/2026-03-11_BD-16-LZ_VF7YBBPFCPG030536_lubrificacao_motor_informacoes-lubrificacao-motor.pdf,2026-03-11_VF7YBBPFCPG030536_informacoes-lubrificacao-motor_5.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,42f97880c319148f_2026-03-11_VF7YBBPFCPG030536_informacoes-lubrificacao-motor_6.pdf,sim,6,BD-16-LZ,VF7YBBPFCPG030536,,,2026-03-11,,2026-03-11,Autel,lubrificacao_motor,informacoes lubrificacao motor,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/03_Marco/2026-03-11_BD-16-LZ_VF7YBBPFCPG030536_lubrificacao_motor_informacoes-lubrificacao-motor.pdf,2026-03-11_VF7YBBPFCPG030536_informacoes-lubrificacao-motor_6.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,42f97880c319148f_2026-03-11_VF7YBBPFCPG030536_informacoes-lubrificacao-motor_7.pdf,sim,7,BD-16-LZ,VF7YBBPFCPG030536,,,2026-03-11,,2026-03-11,Autel,lubrificacao_motor,informacoes lubrificacao motor,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/03_Marco/2026-03-11_BD-16-LZ_VF7YBBPFCPG030536_lubrificacao_motor_informacoes-lubrificacao-motor.pdf,2026-03-11_VF7YBBPFCPG030536_informacoes-lubrificacao-motor_7.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,42f97880c319148f_2026-03-11_VF7YBBPFCPG030536_informacoes-lubrificacao-motor_8.pdf,sim,8,BD-16-LZ,VF7YBBPFCPG030536,,,2026-03-11,,2026-03-11,Autel,lubrificacao_motor,informacoes lubrificacao motor,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/03_Marco/2026-03-11_BD-16-LZ_VF7YBBPFCPG030536_lubrificacao_motor_informacoes-lubrificacao-motor.pdf,2026-03-11_VF7YBBPFCPG030536_informacoes-lubrificacao-motor_8.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
